tag,root,pos,count
long_braid,braid,NOUN,5398
red_scrunchie,scrunchie,PROPN,4399
foreskin_pull,pull,NOUN,345
hawaiian_shirt,shirt,NOUN,1244
tropical_summer_(fate),summer,NOUN,0
flower_knot,knot,NOUN,4663
whistle_around_neck,whistle,NOUN,2262
they're_not_panties,be,AUX,114
bike_shorts_pull,pull,VERB,366
teeth_hold,hold,VERB,685
heart_(organ),heart,NOUN,582
you're_doing_it_wrong,do,VERB,1846
excessive_cum,cum,NOUN,1481
jacket_on_shoulders,jacket,NOUN,15113
bow_swimsuit,swimsuit,NOUN,124
dress_swimsuit,swimsuit,NOUN,762
lavender_background,background,NOUN,572
babydoll,babydoll,PROPN,7949
royal_icing,icing,NOUN,0
crowded,crowded,NOUN,130
nanahyakuichi_middle_school_uniform,uniform,NOUN,175
kamehameha,kamehameha,PROPN,236
naizuri,naizuri,PROPN,515
cupless_bra,bra,NOUN,1626
cuddling_handjob,handjob,NOUN,361
glansjob,glansjob,PROPN,568
milking_handjob,handjob,NOUN,268
multiple_handjob,handjob,NOUN,349
imminent_anal,anal,ADJ,1112
impregnation,impregnation,NOUN,2103
sweater_around_waist,sweater,NOUN,2193
uneven_twintails,twintail,NOUN,720
knees,knees,PROPN,4972
satin,satin,PROPN,1123
satin_bra,bra,NOUN,258
lap,lap,NOUN,128
reverse_spitroast,spitroast,PROPN,570
smother,smother,ADJ,217
pantylines,pantyline,NOUN,3463
lake,lake,NOUN,3775
wetland,wetland,PROPN,301
licking_ear,lick,VERB,661
dudou,dudou,PROPN,989
grey_belt,belt,NOUN,1181
smegma,smegma,PROPN,412
neon_trim,trim,NOUN,3555
emoticon,emoticon,NOUN,630
nerv,nerv,PROPN,539
off-shoulder_kimono,kimono,PROPN,0
screen_light,light,NOUN,452
prayer_beads,bead,NOUN,2246
multiple_insertions,insertion,NOUN,362
blonde_pubic_hair,hair,NOUN,1416
pink_collar,collar,NOUN,1362
implied_handjob,handjob,NOUN,238
multitasking,multitasking,NOUN,645
role_reversal,reversal,NOUN,1628
ear_cleaning,cleaning,NOUN,435
black_horns,horn,NOUN,6206
black_tail,tail,NOUN,2391
oyakodon_(sex),oyakodon,NOUN,370
voyeurism,voyeurism,NOUN,1232
head_grab,grab,NOUN,2207
invisible_chair,chair,NOUN,7942
character_age,age,NOUN,693
sailor_bikini,bikini,NOUN,2972
pelvic_curtain_lift,lift,NOUN,595
red_sash,sash,NOUN,2649
scowl,scowl,NOUN,3005
food_insertion,insertion,NOUN,475
ribbed_sleeves,sleeve,NOUN,1352
morrigan_aensland_(cosplay),aensland,PROPN,472
holding_pen,pen,NOUN,4092
lipgloss,lipgloss,NOUN,783
leopard_print,print,NOUN,3062
money_tuck,tuck,NOUN,416
single_bare_shoulder,shoulder,NOUN,5776
ear,ear,NOUN,0
seagull,seagull,NOUN,3030
contortion,contortion,NOUN,324
gymnastics,gymnastic,NOUN,841
standing_split,split,NOUN,5875
italian_flag,flag,PROPN,1355
orange_cardigan,cardigan,NOUN,234
orange_jacket,jacket,NOUN,4093
head_back,head,NOUN,2014
yellow_jacket,jacket,NOUN,10735
cheek_bulge,bulge,NOUN,1268
cum_inflation,inflation,NOUN,645
inflation,inflation,NOUN,1520
mat,mat,PROPN,743
volleyball,volleyball,NOUN,2705
bandage_on_face,bandage,NOUN,1868
knife_in_head,knife,NOUN,213
pillory,pillory,NOUN,357
public_use,use,NOUN,928
after_rape,after,ADP,1139
animal_head,head,NOUN,551
backboob,backboob,PROPN,4084
shindan_maker,maker,NOUN,702
panda_ears,ear,NOUN,1457
hands_on_another's_hips,hand,NOUN,844
hand_over_eye,hand,NOUN,710
pink_sweater,sweater,NOUN,5218
licking_testicle,lick,VERB,451
nervous_smile,smile,NOUN,2788
butterfly_sitting,sitting,NOUN,743
holding_own_foot,hold,VERB,716
pocky_day,day,NOUN,2061
petals_on_liquid,petal,NOUN,1173
white_scrunchie,scrunchie,PROPN,2837
monster_energy,energy,NOUN,958
clothes_between_breasts,clothe,NOUN,941
heroic_spirit_traveling_outfit,outfit,NOUN,0
horizontal_bar,bar,NOUN,306
dojikko,dojikko,PROPN,122
prison,prison,NOUN,626
prison_clothes,clothe,NOUN,932
breast_awe,awe,NOUN,289
age_comparison,comparison,NOUN,704
toddler,toddler,NOUN,248
ring_necklace,necklace,NOUN,341
blue_slime,slime,NOUN,0
guided_breast_grab,grab,NOUN,1107
liquid_hair,hair,NOUN,1128
multicolored_skin,skin,NOUN,5989
two-tone_skin,skin,NOUN,4273
heart_pasties,pasty,NOUN,4888
emotionless_sex,sex,NOUN,647
food_on_body,food,NOUN,3510
simulated_fellatio,fellatio,PROPN,633
suction_cups,cup,NOUN,3494
uneven_sleeves,sleeve,NOUN,2414
intestines,intestine,NOUN,580
bisexual_(male),male,ADJ,0
no,no,INTJ,347
happy_tears,tear,NOUN,1870
scat,scat,NOUN,237
school_nurse,nurse,NOUN,172
extra_breasts,breast,NOUN,183
full-package_futanari,futanari,PROPN,1376
banner,banner,PROPN,3217
bandaged_hand,hand,NOUN,3215
otaku_room,room,PROPN,195
bib,bib,PROPN,822
icon_(computing),icon,NOUN,253
falling_petals,petal,NOUN,6319
arm_around_waist,arm,NOUN,3055
holding_dagger,hold,VERB,2866
see-through_sleeves,sleeve,NOUN,5943
shameimaru_aya_(cosplay),aya,PROPN,161
neta,neta,PROPN,604
stab,stab,NOUN,1388
hand_on_headphones,hand,NOUN,771
head_only,head,NOUN,542
graph,graph,NOUN,190
frenulum_piercing,piercing,NOUN,161
penis_piercing,piercing,NOUN,315
blue-tinted_eyewear,eyewear,NOUN,866
sailor_mars_(cosplay),mars,PROPN,118
sailor_mercury_(cosplay),mercury,NOUN,124
star_choker,choker,PROPN,2020
wide_face,face,NOUN,613
on_grass,on,ADP,2109
stuffed_bird,bird,NOUN,307
bikini_removed,remove,VERB,457
furry_female,female,NOUN,16597
frisbee,frisbee,PROPN,234
pawpads,pawpad,NOUN,1849
anus_peek,peek,NOUN,3202
yellow_sclera,sclera,NOUN,4943
winter_uniform,uniform,NOUN,15013
nengajou,nengajou,PROPN,2239
year_of_the_rooster,year,NOUN,633
blue_hoodie,hoodie,NOUN,4968
2021,2021,NUM,3852
leopard,leopard,PROPN,152
leopard_ears,ear,NOUN,1737
leopard_girl,girl,NOUN,499
leopard_tail,tail,NOUN,1219
chuunibyou,chuunibyou,PROPN,551
convertible,convertible,ADJ,399
f6,f6,X,154
spotlight,spotlight,NOUN,2556
kafuu_chino's_school_uniform,uniform,NOUN,571
2016,2016,NUM,2530
twintails_day,day,NOUN,623
rabbit_house_uniform,uniform,NOUN,1825
nanamori_school_uniform,uniform,NOUN,3575
blue_cardigan,cardigan,NOUN,2310
body_fur,fur,NOUN,9841
go_(board_game),go,VERB,186
no_image,image,NOUN,103
fleur_de_lapin_uniform,uniform,NOUN,960
bat_hair_ornament,ornament,NOUN,3074
catchphrase,catchphrase,NOUN,851
transmission_tower,tower,PROPN,428
in_food,in,ADP,1833
grey_jacket,jacket,NOUN,16875
yellow_nails,nail,NOUN,5033
school_uniform_(yuyushiki),uniform,NOUN,0
solid_eyes,eye,NOUN,931
hoshinoumi_academy_uniform,uniform,NOUN,317
kira-kira_sensation!,sensation,NOUN,186
megurigaoka_high_school_uniform,uniform,NOUN,592
origami,origami,NOUN,1390
paper_crane,crane,NOUN,861
pinching_sleeves,sleeve,NOUN,1161
sheep_ears,ear,NOUN,2894
white_hoodie,hoodie,NOUN,6395
d-pad,d,X,2385
d-pad_hair_ornament,ornament,NOUN,2230
polka_dot_neckwear,neckwear,NOUN,55
umaibou,umaibou,PROPN,195
animal_ear_legwear,legwear,NOUN,1325
cat_ear_legwear,legwear,NOUN,1006
coffee,coffee,NOUN,6182
coffee_cup,cup,NOUN,2412
disposable_cup,cup,NOUN,8964
pith_helmet,helmet,NOUN,2788
chef_uniform,uniform,NOUN,1484
overcoat,overcoat,NOUN,1392
playing_card,card,NOUN,6504
low_twin_braids,braid,NOUN,2284
wrist_bow,bow,NOUN,682
sore_wa_bokutachi_no_kiseki,kiseki,PROPN,414
flag_background,background,NOUN,822
no_jacket,jacket,NOUN,726
united_kingdom,kingdom,PROPN,196
musical_note_hair_ornament,ornament,NOUN,3883
bucket_hat,hat,NOUN,639
camouflage_headwear,headwear,NOUN,691
tokisadame_school_uniform,uniform,NOUN,929
sakuragaoka_high_school_uniform,uniform,NOUN,9769
frilled_kimono,kimono,PROPN,2644
hair_cubes,cube,NOUN,3507
jacket_around_waist,jacket,NOUN,3012
single_earphone_removed,remove,VERB,407
summer_uniform,uniform,NOUN,7509
colored_inner_hair,hair,NOUN,20566
hat_pin,pin,NOUN,346
holding_controller,hold,VERB,2085
dog_hair_ornament,ornament,NOUN,477
wa_maid,maid,NOUN,2673
hamster_costume,costume,NOUN,190
kunugigaoka_middle_school_uniform,uniform,NOUN,175
tedeza_rize's_school_uniform,uniform,NOUN,280
layered_gloves,glove,NOUN,319
tail_raised,raise,VERB,9087
red_cardigan,cardigan,NOUN,543
billboard,billboard,NOUN,527
ferris_wheel,wheel,PROPN,1232
marching_band_baton,baton,NOUN,184
treble_clef,clef,PROPN,2967
facing_another,face,VERB,5622
angora_rabbit,rabbit,PROPN,1066
hoto_cocoa's_school_uniform,uniform,NOUN,398
ghost_pose,pose,NOUN,697
soul_gem,gem,NOUN,3891
deerstalker,deerstalker,PROPN,1298
magnifying_glass,glass,NOUN,1537
bunny_costume,costume,NOUN,0
cat_costume,costume,NOUN,834
chicken_costume,costume,NOUN,202
heart_background,background,NOUN,4030
face-to-face,face,NOUN,7829
fur-trimmed_boots,boot,NOUN,3931
vertical-striped_shirt,shirt,NOUN,4560
apologizing,apologize,VERB,233
cropped_torso,torso,NOUN,18202
0_0,0,PUNCT,7437
3:,3,X,6348
ama_usa_an_uniform,uniform,NOUN,432
off-shoulder_shirt,shirt,NOUN,14347
rectangular_mouth,mouth,NOUN,1014
hands_together,hand,NOUN,49047
broken_horn,horn,NOUN,2212
bone_hair_ornament,ornament,NOUN,3106
cartoon_bone,bone,NOUN,851
rat,rat,NOUN,5784
ear_ornament,ornament,NOUN,4444
horseshoe,horseshoe,NOUN,668
tracen_school_uniform,uniform,NOUN,9447
bandaid_on_nose,bandaid,NOUN,4753
gargoyle,gargoyle,PROPN,153
ribbed_dress,dress,NOUN,2815
vocaloid_append,append,NOUN,1974
hooded_cloak,cloak,NOUN,6751
swinging,swinging,NOUN,799
armbinder,armbinder,NOUN,175
lectern,lectern,PROPN,129
stole,stole,NOUN,873
ring_gag,gag,NOUN,768
space_craft,craft,NOUN,3389
yordle,yordle,PROPN,1330
kama_(weapon),kama,PROPN,176
sickle,sickle,PROPN,757
breast_tattoo,tattoo,NOUN,2757
glowing_tattoo,tattoo,NOUN,624
kumiho,kumiho,PROPN,251
tramp_stamp,stamp,NOUN,225
undead,undead,NOUN,929
tentacle_pit,pit,NOUN,987
self_hug,hug,NOUN,706
bacon,bacon,PROPN,505
flaming_eye,eye,NOUN,2620
spade_(shape),spade,NOUN,2697
gradient_sky,sky,NOUN,3444
square_4koma,4koma,PROPN,1174
eiserne_jungfrau,jungfrau,PROPN,240
cannibalism,cannibalism,NOUN,298
sperm_cell,cell,NOUN,933
triangle_earrings,earring,NOUN,1066
holding_whip,whip,NOUN,1738
ammunition_pouch,pouch,NOUN,898
camouflage_pants,pant,NOUN,964
muscular_female,female,NOUN,14912
yellow_tank_top,top,NOUN,759
halloween_costume,costume,NOUN,11022
mummy_costume,costume,NOUN,944
pumpkin_costume,costume,NOUN,231
slashing,slashing,NOUN,988
sword_behind_back,sword,NOUN,1103
ruby_(gemstone),ruby,PROPN,2982
scissorhold,scissorhold,PROPN,308
chest_jewel,jewel,NOUN,5114
emerald_(gemstone),emerald,PROPN,2154
hymen,hymen,INTJ,338
lunatic_gun,gun,NOUN,421
acorn,acorn,PROPN,765
nut_(food),nut,NOUN,181
feet_up,foot,NOUN,4157
broken_mask,mask,NOUN,323
crown_braid,braid,NOUN,12023
garreg_mach_monastery_uniform,uniform,NOUN,4533
gown,gown,NOUN,2089
bubble_tea_challenge,challenge,NOUN,978
drinking_straw_in_mouth,drink,VERB,1079
obiage,obiage,NOUN,3213
object_on_breast,object,NOUN,656
purple_flower,flower,NOUN,15890
holding_legs,hold,VERB,1088
mole_on_pussy,mole,NOUN,495
chained_wrists,wrist,NOUN,610
harp,harp,NOUN,1232
ribbon_braid,braid,NOUN,813
hair_ears,ear,NOUN,1231
pull_out,pull,VERB,205
jack-o'_challenge,challenge,NOUN,1885
bodystocking,bodystocking,NOUN,12870
chinese_knot,knot,NOUN,2350
goat_horns,horn,NOUN,7132
leotard_under_clothes,leotard,NOUN,5211
brown_bodysuit,bodysuit,NOUN,84
hay,hay,INTJ,362
confused,confuse,VERB,1777
cowlick,cowlick,PROPN,1767
pants_around_one_leg,pant,NOUN,543
standing_missionary,missionary,NOUN,187
open_window,window,NOUN,1501
green_bodysuit,bodysuit,NOUN,1306
diamond-shaped_pupils,pupil,NOUN,2065
diamond_(shape),diamond,NOUN,5755
implied_anal,anal,ADJ,610
plap,plap,NOUN,252
flashback,flashback,NOUN,1263
shared_blanket,blanket,NOUN,369
covering_one_eye,cover,VERB,1039
frilled_ascot,ascot,PROPN,988
hole_in_chest,hole,NOUN,237
victory_pose,pose,NOUN,318
holding_knife,knife,NOUN,12449
knives_between_fingers,knife,NOUN,631
nekomata,nekomata,PROPN,5964
black_tank_top,top,NOUN,6108
toolbox,toolbox,NOUN,406
black_rock_shooter_(character)_(cosplay),shooter,NOUN,199
asymmetrical_horns,horn,NOUN,1224
troll_(homestuck),troll,PROPN,171
widescreen,widescreen,NOUN,0
nipple_pull,pull,NOUN,667
pipes,pipe,NOUN,1936
front_ponytail,ponytail,NOUN,6259
living_clothes,clothe,NOUN,1197
heart_eyes,eye,NOUN,734
sweeping,sweeping,NOUN,386
zzz,zzz,PROPN,6462
scarlet_devil_mansion,mansion,PROPN,1660
tako-san_wiener,wiener,PROPN,382
frozen,freeze,VERB,807
oversized_animal,animal,NOUN,2129
kariginu,kariginu,PROPN,6161
shoujo_kitou-chuu,chuu,PROPN,748
dowsing_rod,rod,NOUN,1628
sorcerer's_sutra_scroll,scroll,NOUN,1578
mont_blanc_(food),blanc,PROPN,253
tart_(food),tart,PROPN,396
myon_(phrase),myon,NOUN,451
winged_footwear,footwear,NOUN,1252
sandwich_cookie,cookie,NOUN,149
ringed_eyes,eye,NOUN,9424
watermelon_bar,bar,NOUN,1202
body_pillow,pillow,NOUN,362
team_9,team,NOUN,951
namusanbou,namusanbou,PROPN,135
gladiator_sandals,sandal,NOUN,799
beamed_sixteenth_notes,note,NOUN,1993
sixteenth_note,note,NOUN,636
spell_card,card,NOUN,1401
multiple_belts,belt,NOUN,2687
doily,doily,NOUN,1095
choko_(cup),choko,NOUN,1668
tokkuri,tokkuri,PROPN,2025
cupping_glass,glass,NOUN,419
kourindou_tengu_costume,costume,NOUN,1246
shikishi,shikishi,PROPN,3020
shrine_bell,bell,PROPN,299
okamisty,okamisty,PROPN,1478
yatai,yatai,PROPN,353
long_toenails,toenail,NOUN,696
=3,=3,PUNCT,5624
knifed,knife,VERB,348
bunbunmaru,bunbunmaru,PROPN,322
newspaper,newspaper,NOUN,2951
print_skirt,skirt,NOUN,4491
single_head_wing,wing,NOUN,649
in_bucket,in,ADP,1960
spear_the_gungnir,gungnir,PROPN,1872
mini-hakkero,mini,NOUN,2107
dish,dish,NOUN,27085
checkered_skirt,skirt,NOUN,4098
yellow_rose,rose,NOUN,2900
product_placement,placement,NOUN,2133
2013,2013,NUM,1462
alternate_headwear,alternate,VERB,2514
wheelbarrow,wheelbarrow,NOUN,858
holding_ladle,hold,VERB,871
bad_perspective,perspective,NOUN,1311
character_mask,mask,NOUN,397
drawing_tablet,tablet,NOUN,2211
incoming_gift,gift,NOUN,1675
sadism,sadism,NOUN,761
implied_pantyshot,pantyshot,NOUN,514
book_on_head,book,NOUN,241
kindergarten_uniform,uniform,NOUN,3160
cupping_hands,hand,NOUN,1431
finger_biting,biting,NOUN,815
chocolate_banana,banana,NOUN,543
miki_sayaka_(cosplay),sayaka,PROPN,294
wall_of_text,wall,NOUN,1100
red_blindfold,blindfold,NOUN,363
expression_chart,chart,NOUN,712
snail,snail,NOUN,1191
messy_sleeper,sleeper,NOUN,252
temple,temple,PROPN,651
icho_private_high_school_uniform,uniform,NOUN,1651
animalization,animalization,NOUN,6277
sukusuku_hakutaku,hakutaku,PROPN,776
chewing,chew,VERB,1042
ars_goetia,goetia,PROPN,223
harpy,harpy,PROPN,3139
winged_arms,arm,NOUN,2908
artist_self-insert,insert,NOUN,7818
zombie_pose,pose,NOUN,2601
budget_sarashi,sarashi,PROPN,2114
pitfall,pitfall,NOUN,142
dragging,dragging,NOUN,858
no_tail,tail,NOUN,1017
alternate_hair_length,alternate,VERB,14646
leaf_hair_ornament,ornament,NOUN,7516
konpaku_youmu_(cosplay),youmu,PROPN,203
peony_(flower),flower,NOUN,657
asymmetrical_footwear,footwear,NOUN,3088
mismatched_footwear,footwear,NOUN,2557
target,target,NOUN,369
ishikei_(style),ishikei,PROPN,501
energy_tank,tank,NOUN,138
multiple_monochrome,monochrome,NOUN,1109
no_mouth,mouth,NOUN,5096
yamcha_pose,pose,NOUN,238
open_shorts,short,NOUN,2488
undone,undone,PROPN,7
yarn,yarn,INTJ,1079
yarn_ball,ball,NOUN,959
skirt_around_ankles,skirt,NOUN,191
after_bathing,after,ADP,443
drying,dry,VERB,1525
drying_hair,dry,VERB,1006
holding_sack,sack,NOUN,2064
panties_around_one_finger,pantie,NOUN,108
ejaculation_under_clothes,ejaculation,NOUN,517
ears_through_headwear,ear,NOUN,6638
nipple_biting,biting,NOUN,172
through_screen,through,ADP,691
face_down,face,NOUN,533
ze_(phrase),ze,NOUN,238
bloomers_pull,pull,VERB,412
sigh,sigh,INTJ,2532
kimono_lift,lift,NOUN,898
sleepwear,sleepwear,NOUN,2644
spiral-only_eyes,eye,NOUN,150
false_arm,arm,NOUN,120
false_limb,limb,NOUN,111
leaf-pattern_stripe,stripe,NOUN,381
single_sock,sock,NOUN,5561
cum_in_container,cum,X,725
rose_petals,petal,NOUN,5000
buttjob,buttjob,NOUN,1542
game_boy,boy,NOUN,760
messy_room,room,NOUN,787
wrench,wrench,NOUN,3480
tennis_ball,ball,NOUN,1082
tennis_racket,racket,NOUN,1807
spider,spider,NOUN,1797
heart_pillow,pillow,NOUN,2651
coffee_beans,bean,NOUN,361
coin,coin,NOUN,6577
power-up,power,VERB,426
spoken_blush,blush,NOUN,4036
owl,owl,INTJ,2648
whipped_cream,cream,NOUN,1625
plumeria,plumeria,NOUN,403
mitsudomoe_(shape),mitsudomoe,PROPN,2809
tomoe_(symbol),tomoe,PROPN,3343
have_to_pee,have,VERB,2096
ghost_tail,tail,NOUN,2885
on_box,on,ADP,350
cirno_day,day,NOUN,352
spicy,spicy,ADJ,193
hypnosis,hypnosis,NOUN,3777
mind_control,control,NOUN,5246
yakiniku,yakiniku,PROPN,216
plaid_legwear,legwear,NOUN,478
hands_on_feet,hand,NOUN,1323
four_of_a_kind_(touhou),four,NUM,372
xd,xd,X,5898
tail-tip_fire,fire,NOUN,2556
onbashira,onbashira,PROPN,1078
under_tree,under,ADP,1003
personality_switch,switch,NOUN,813
corded_phone,phone,NOUN,1021
undone_sarashi,sarashi,PROPN,377
kappougi,kappougi,PROPN,2076
planted_umbrella,umbrella,NOUN,500
hair_scarf,scarf,NOUN,299
tiger_ears,ear,NOUN,10124
tiger_tail,tail,NOUN,7265
1up,1up,NUM,217
cold,cold,ADJ,2580
alphes_(style),alphes,PROPN,1261
kirisame_marisa_(cosplay),marisa,PROPN,642
color_connection,connection,NOUN,1671
hair_color_connection,connection,NOUN,696
kappa,kappa,PROPN,797
noren,noren,PROPN,352
oden,oden,PROPN,397
failure,failure,NOUN,1970
american_flag,flag,NOUN,3428
mallet,mallet,PROPN,2622
wreath,wreath,NOUN,2019
leaf_background,background,NOUN,604
hand_print,print,NOUN,591
slap_mark,mark,NOUN,1363
shogi,shogi,PROPN,637
shaking_head,head,NOUN,529
artist_self-reference,reference,NOUN,232
hands_on_another's_chest,hand,NOUN,627
aburaage,aburaage,PROPN,470
after_paizuri,after,ADP,1738
cactus,cactus,NOUN,1174
easy_chair,chair,NOUN,320
gloom_(expression),gloom,NOUN,2973
curious,curious,ADJ,444
arms_around_waist,arm,NOUN,893
puckered_lips,lip,NOUN,2551
3koma,koma,NOUN,9684
holding_with_tail,hold,VERB,551
prehensile_tail,tail,NOUN,1068
in_bowl,in,ADP,443
bloom,bloom,NOUN,2573
bad_leg,leg,NOUN,499
eastern_dragon,dragon,NOUN,1797
nejiri_hachimaki,hachimaki,PROPN,1051
canopy_bed,bed,NOUN,838
oil,oil,NOUN,694
time_stop,stop,NOUN,481
curtain_grab,grab,NOUN,2222
bird_on_finger,bird,NOUN,1778
star_pasties,pasty,NOUN,884
cum_in_clothes,cum,X,1130
silver_pubic_hair,hair,NOUN,212
triplets,triplet,NOUN,720
foot_out_of_frame,out,ADP,8793
spread_pussy_under_clothes,spread,VERB,1412
bayonet,bayonet,NOUN,952
2koma,koma,NOUN,14779
daisy,daisy,PROPN,1997
scanlines,scanline,NOUN,290
thigh_ribbon,ribbon,NOUN,2141
crotchless_panties,pantie,NOUN,2262
forced_orgasm,orgasm,NOUN,774
too_many_sex_toys,toy,NOUN,322
underground,underground,NOUN,324
cheese_trail,trail,PROPN,391
bag_charm,charm,NOUN,2981
charm_(object),charm,PROPN,5337
delmogeny_uniform,uniform,NOUN,500
unconscious,unconscious,ADJ,1648
thighhighs_under_boots,thighhigh,NOUN,5467
brown_cloak,cloak,NOUN,1208
hieroglyphics,hieroglyphic,NOUN,539
ok_sign,sign,NOUN,1980
plaid_pants,pant,NOUN,1443
aqua_pants,pant,NOUN,197
cardigan_vest,vest,NOUN,881
eggshell,eggshell,PROPN,441
sprite,sprite,NOUN,399
tree_stump,stump,NOUN,1494
mine_(weapon),mine,NOUN,236
breast_pocket,pocket,NOUN,11005
eye_of_horus,eye,NOUN,1211
pursed_lips,lip,NOUN,998
winding_key,key,NOUN,764
number_tattoo,tattoo,NOUN,2710
shopping_cart,cart,NOUN,521
oonusa,oonusa,PROPN,726
knightmare_frame,frame,NOUN,222
bodice,bodice,NOUN,1449
glowing_hand,hand,NOUN,620
moth,moth,NOUN,635
stone_wall,wall,NOUN,1356
harlequin,harlequin,PROPN,147
wasp,wasp,NOUN,147
comb,comb,NOUN,2014
horse_armor,armor,NOUN,384
blue_tongue,tongue,NOUN,1165
pink_skin,skin,NOUN,4076
mandragora,mandragora,PROPN,137
youkai,youkai,PROPN,2829
blue_lips,lip,NOUN,2418
mask_over_one_eye,mask,NOUN,328
golem,golem,PROPN,413
fish_boy,boy,NOUN,796
insect_wings,wing,NOUN,1697
horn_(instrument),horn,NOUN,359
matador,matador,PROPN,113
horse_boy,boy,NOUN,271
tiger_boy,boy,PROPN,1618
2018,2018,NUM,2573
baguette,baguette,PROPN,1480
wrapper,wrapper,NOUN,445
sheep_horns,horn,NOUN,6245
chess_piece,piece,NOUN,6372
campfire,campfire,NOUN,1090
camping,camping,NOUN,331
deer,deer,PROPN,1302
flute,flute,NOUN,2008
lion_ears,ear,NOUN,7001
lion_tail,tail,NOUN,3496
soccer_uniform,uniform,NOUN,4152
tombstone,tombstone,PROPN,2496
squirrel_ears,ear,NOUN,3289
wizard,wizard,PROPN,758
mechanical_legs,leg,NOUN,2274
bear_ears,ear,NOUN,6305
head_chain,chain,NOUN,914
red_sclera,sclera,PROPN,2832
goat_ears,ear,NOUN,1500
goat_tail,tail,NOUN,311
hawk,hawk,PROPN,532
weibo_username,username,NOUN,2613
praying_mantis,mantis,NOUN,318
army,army,NOUN,746
alternate_form,form,NOUN,1826
animal_focus,focus,NOUN,8077
ultra_beast,beast,NOUN,0
humanoid_robot,robot,NOUN,1946
gambeson,gambeson,PROPN,421
bare_pectorals,pectoral,NOUN,8866
pegasus,pegasus,PROPN,763
muffin,muffin,PROPN,442
pennant,pennant,PROPN,1141
single_pauldron,pauldron,NOUN,1692
flower_tattoo,tattoo,NOUN,853
creature_and_personification,creature,NOUN,2237
dinosaur_tail,tail,NOUN,449
peacock_feathers,feather,NOUN,424
cracker,cracker,NOUN,264
wrapped_candy,candy,NOUN,441
coconut_tree,tree,NOUN,508
barefoot_sandals,sandal,NOUN,936
chakram,chakram,PROPN,586
chimera,chimera,PROPN,380
legendary_pokemon,pokemon,NOUN,0
werewolf,werewolf,NOUN,1273
scale_armor,armor,NOUN,474
uranohoshi_school_uniform,uniform,NOUN,3177
green_hakama,hakama,PROPN,1018
japari_symbol,symbol,NOUN,3037
beckoning,beckoning,PROPN,1687
object_kiss,kiss,NOUN,211
clow_card,card,NOUN,417
black_skin,skin,NOUN,4014
casting_spell,spell,NOUN,438
tornado,tornado,NOUN,187
scarecrow,scarecrow,PROPN,245
nihongami,nihongami,PROPN,348
lemon,lemon,PROPN,3332
mace,mace,PROPN,1775
nib_pen_(medium),pen,PROPN,2026
potara_earrings,earring,NOUN,756
bara,bara,PROPN,33644
muscular_male,male,NOUN,47113
bear_girl,girl,NOUN,1550
bear_paw_hammer,hammer,PROPN,301
waiter,waiter,NOUN,918
drawing_bow,bow,NOUN,1394
holding_arrow,hold,VERB,2455
holding_bow_(weapon),hold,VERB,6019
bicorne,bicorne,PROPN,1132
centauroid,centauroid,NOUN,678
omnic,omnic,ADJ,121
elephant_ears,ear,NOUN,144
mixed_media,media,NOUN,1775
alolan_form,form,NOUN,0
gryffindor,gryffindor,PROPN,410
hogwarts_school_uniform,uniform,NOUN,679
arrancar,arrancar,PROPN,637
hair_strand,strand,NOUN,3408
holding_bird,hold,VERB,306
undercut,undercut,ADJ,8515
pegasus_knight_uniform_(fire_emblem),uniform,PROPN,790
scientific_name,name,NOUN,150
teruterubouzu,teruterubouzu,PROPN,1223
bridle,bridle,PROPN,512
deviantart_username,username,NOUN,1789
diffraction_spikes,spike,NOUN,2857
fur-trimmed_gloves,glove,NOUN,6910
wizard_hat,hat,NOUN,3572
thumb_ring,ring,NOUN,2835
onmyouji,onmyouji,PROPN,1423
father_and_son,father,NOUN,3312
broken_armor,armor,NOUN,641
tuba,tuba,PROPN,173
fox_boy,boy,NOUN,1952
jigsaw_puzzle,puzzle,NOUN,264
puzzle,puzzle,NOUN,351
\n/,\n/,PUNCT,890
multiple_braids,braid,NOUN,1065
ankleband,ankleband,PROPN,541
chest_tattoo,tattoo,NOUN,5079
red_sun,sun,NOUN,343
toned_male,male,NOUN,7261
grid,grid,NOUN,437
grid_background,background,NOUN,564
pink_slime,slime,NOUN,0
gold_armor,armor,NOUN,1320
gold_saint,saint,PROPN,313
low-braided_long_hair,hair,NOUN,530
yumi_(bow),yumi,PROPN,633
fish_tail,tail,NOUN,7214
poem,poem,NOUN,173
koi_ni_naritai_aquarium,aquarium,PROPN,128
quiff,quiff,PROPN,275
samurai,samurai,PROPN,2254
green-tinted_eyewear,eyewear,NOUN,632
jackal_tail,tail,NOUN,235
naginata,naginata,NOUN,1647
bra_strap,strap,NOUN,4747
braided_bangs,bang,NOUN,5333
pearl_bracelet,bracelet,NOUN,1094
easter_egg,egg,NOUN,886
garden,garden,NOUN,1519
behind_another,behind,ADP,1240
too_many_books,book,NOUN,193
ankle_wrap,wrap,NOUN,917
stance,stance,NOUN,571
dress_bow,bow,NOUN,3385
ballet_slippers,slipper,NOUN,1163
scimitar,scimitar,PROPN,242
rough_sex,sex,NOUN,694
kiwame_(touken_ranbu),kiwame,PROPN,256
sleeping_on_person,sleep,VERB,1898
breathing_fire,fire,NOUN,1384
canyon,canyon,NOUN,325
