tag,root,pos,count
bunny_print,print,NOUN,2878
dinosaur_costume,costume,NOUN,233
holding_box,box,NOUN,3271
holding_can,hold,VERB,4907
holding_microphone,hold,VERB,8945
holding_pizza,hold,VERB,945
holding_pointer,pointer,NOUN,249
juice_box,box,NOUN,2137
orange_neckwear,neckwear,NOUN,0
pink_cardigan,cardigan,NOUN,3452
pointer,pointer,NOUN,1880
purple_skin,skin,NOUN,6928
shorts_under_skirt,short,NOUN,7564
sleeping_bag,bag,NOUN,408
swirl,swirl,NOUN,339
t_t,t,NOUN,196
track_pants,pant,NOUN,4208
track_suit,suit,NOUN,6209
triangle_mouth,mouth,NOUN,11162
anal_beads,bead,NOUN,5157
bougu,bougu,PROPN,141
kendo,kendo,PROPN,244
candle,candle,NOUN,11590
evil,evil,ADJ,598
oversized_clothes,clothe,NOUN,7607
torture,torture,NOUN,769
wax,wax,PROPN,277
pixel_art,art,NOUN,10296
carrying_over_shoulder,carry,VERB,2196
crowbar,crowbar,PROPN,760
henshin,henshin,PROPN,937
mac-10,mac-10,NOUN,192
machine_pistol,pistol,NOUN,322
impossible_shirt,shirt,NOUN,4613
crowd,crowd,NOUN,4383
lowleg_pants,pant,NOUN,961
goldfish,goldfish,NOUN,2862
bishounen,bishounen,PROPN,7441
triangular_headpiece,headpiece,NOUN,11286
brick,brick,PROPN,954
pencil,pencil,NOUN,8164
pink_vest,vest,NOUN,1700
purple_gloves,glove,NOUN,9927
screaming,scream,VERB,2482
open_skirt,skirt,NOUN,2219
pig,pig,NOUN,2578
holding_bag,bag,NOUN,10811
manly,manly,ADV,8825
sarashi,sarashi,PROPN,19804
spiral_power,power,NOUN,115
black_kimono,kimono,NOUN,10044
happy_halloween,halloween,PROPN,3232
bikini_lift,lift,NOUN,0
darkness,darkness,NOUN,2990
grey_skin,skin,NOUN,7665
o3o,o3o,INTJ,2421
wet_shirt,shirt,NOUN,10913
german_text,text,NOUN,1597
shirt_slip,slip,NOUN,344
foreskin,foreskin,NOUN,7275
phimosis,phimosis,NOUN,2453
projectile_cum,projectile,NOUN,4748
right-hand_drive,drive,NOUN,180
vehicle_focus,focus,NOUN,7115
ball_and_chain_(weapon),ball,NOUN,426
spiked_ball_and_chain,ball,NOUN,231
tsundere,tsundere,ADJ,4155
team_rocket,rocket,PROPN,2117
team_rocket_uniform,uniform,NOUN,1023
chocolate_bar,bar,NOUN,1669
holding_own_tail,hold,VERB,1098
tail_through_clothes,clothe,NOUN,2504
real_life_insert,insert,NOUN,3285
bullet_hole,hole,NOUN,913
unsheathing,unsheathing,NOUN,4918
year_of_the_pig,year,NOUN,716
cross_hair_ornament,ornament,NOUN,3158
bunny_headphones,headphone,NOUN,159
circle_cut,cut,NOUN,1827
chopsticks,chopstick,NOUN,17787
gatling_gun,gun,NOUN,1817
h&k_mp5,mp5,NOUN,342
partially_colored,color,VERB,7148
orange_skirt,skirt,NOUN,7520
concept_art,art,NOUN,3332
thank_you,thank,VERB,2871
danmaku,danmaku,PROPN,5195
finger_gun,gun,NOUN,3261
2003,2003,NUM,212
incense,incense,NOUN,432
kayari_buta,buta,PROPN,442
mosquito_coil,coil,NOUN,282
cardboard_box,box,NOUN,5771
convention,convention,NOUN,131
bear,bear,NOUN,4188
sleep_molestation,molestation,NOUN,2135
:x,:x,PUNCT,1824
holding_polearm,hold,VERB,8999
fansub,fansub,PROPN,125
flying_sweatdrops,sweatdrop,NOUN,57756
green_kimono,kimono,NOUN,6099
pikachu_(cosplay),pikachu,PROPN,454
single_gauntlet,gauntlet,NOUN,1591
paper_airplane,airplane,NOUN,1256
voile,voile,PROPN,943
cropped_legs,leg,NOUN,25909
stewardess,stewardess,NOUN,616
arm_over_head,arm,NOUN,550
lace_bra,bra,NOUN,1940
orange_hairband,hairband,NOUN,2914
coffee_pot,pot,NOUN,594
overgrown,overgrown,ADJ,1542
mahora_academy_middle_school_uniform,uniform,NOUN,435
pumpkin_hat,hat,NOUN,730
nose,nose,NOUN,16657
arm_strap,strap,NOUN,9606
cum_pool,pool,NOUN,3949
pleated_dress,dress,NOUN,11121
arm_ribbon,ribbon,NOUN,7110
blue_vest,vest,NOUN,9498
surprised_arms,arm,NOUN,534
tickling,tickling,NOUN,1791
pond,pond,PROPN,1799
raincoat,raincoat,NOUN,2536
band_uniform,uniform,NOUN,774
2002,2002,NUM,200
look-alike,look,VERB,2444
digital_media_player,player,NOUN,3547
ipod,ipod,NOUN,1139
barbell_piercing,piercing,NOUN,1687
rubbing_eyes,rub,VERB,2483
polka_dot_skirt,skirt,NOUN,931
side-by-side,side,NOUN,5079
cat_paws,paw,NOUN,3625
fidgeting,fidgeting,NOUN,725
index_fingers_together,finger,NOUN,1467
bird_on_hand,bird,NOUN,1778
leaning,lean,VERB,3688
undone_neckerchief,neckerchief,NOUN,310
flipping_food,flip,VERB,215
frying_pan,pan,NOUN,2909
toast,toast,NOUN,1969
ascii_art,art,NOUN,144
dinosaur,dinosaur,PROPN,1550
pink_flower,flower,NOUN,29106
pink_rose,rose,NOUN,7293
bandaids_on_nipples,bandaid,NOUN,3382
pasties,pasty,NOUN,15014
snowflake_background,background,NOUN,871
snowflakes,snowflake,NOUN,10547
yin_yang,yang,PROPN,7096
bulge,bulge,NOUN,22164
hair_bell,bell,NOUN,16703
pinwheel,pinwheel,NOUN,940
waistcoat,waistcoat,NOUN,5405
pc98,pc98,NUM,0
reflective_water,water,NOUN,1487
open_dress,dress,NOUN,3227
blindfold,blindfold,ADJ,15324
facing_viewer,viewer,NOUN,32584
tape_on_nipples,tape,NOUN,307
bend,bend,NOUN,132
blue_choker,choker,PROPN,6738
official_style,style,NOUN,6660
warning_sign,sign,NOUN,690
king,king,NOUN,163
muted_color,color,NOUN,4134
throne,throne,NOUN,4503
breast_bondage,bondage,NOUN,2267
crotch_rope,rope,NOUN,2883
vertical-striped_dress,dress,NOUN,2951
motteke!_serafuku,motteke,PROPN,190
august,august,PROPN,203
kouyouen_academy_uniform,uniform,NOUN,454
september,september,PROPN,141
bat,bat,PROPN,0
feather_boa,boa,PROPN,3132
animal_on_shoulder,animal,NOUN,4487
bird_on_shoulder,bird,NOUN,1370
hauchiwa,hauchiwa,PROPN,1370
mandarin_orange,orange,PROPN,4083
knee_to_chest,knee,NOUN,217
mirror_writing,writing,NOUN,261
bad_feet,foot,NOUN,3184
crown_of_thorns,crown,PROPN,251
hole_on_body,hole,NOUN,405
stubble,stubble,PROPN,15529
water_drop,drop,NOUN,18151
mushroom,mushroom,NOUN,8027
suicide,suicide,NOUN,732
nail,nail,PROPN,2191
nail_bat,bat,NOUN,661
gym_shirt,shirt,NOUN,5687
hairdressing,hairdressing,NOUN,1860
mug,mug,PROPN,17992
sideways_mouth,mouth,NOUN,4172
spit_take,take,NOUN,1050
heart_ahoge,ahoge,PROPN,5032
inline_skates,skate,NOUN,817
misono_gakuen_school_uniform,uniform,NOUN,124
roller_skates,skate,NOUN,1768
skates,skate,NOUN,2918
wrist_ribbon,ribbon,NOUN,4370
deep_skin,skin,NOUN,9073
numbers_(nanoha),number,NOUN,721
blue_scarf,scarf,NOUN,7309
bikini_under_clothes,bikini,NOUN,11790
kibina_high_school_uniform,uniform,NOUN,570
black_theme,theme,NOUN,1367
earth_(planet),earth,NOUN,3770
planet,planet,NOUN,6711
space,space,NOUN,11005
space_station,station,NOUN,224
late_for_school,late,ADJ,322
toast_in_mouth,toast,NOUN,1004
folklore,folklore,NOUN,0
hair_over_eyes,hair,NOUN,11795
marshmallow,marshmallow,PROPN,696
mochi,mochi,NOUN,3079
orange_kimono,kimono,NOUN,2145
saiyan_armor,armor,NOUN,1020
scouter,scouter,NOUN,628
heart_hands,hand,NOUN,10934
heart_hands_duo,duo,NOUN,1981
candy_apple,apple,NOUN,3223
bright_pupils,pupil,NOUN,33151
reins,rein,NOUN,1037
statue,statue,NOUN,4473
america,america,PROPN,0
american_flag_bikini,bikini,NOUN,2776
ankle_bow,bow,NOUN,465
belt_pouch,pouch,NOUN,6667
black_choker,choker,NOUN,66914
center_frills,frill,NOUN,13394
orange_ribbon,ribbon,NOUN,3526
pigeon-toed,toed,NOUN,8844
pouch,pouch,NOUN,20490
thrusters,thruster,NOUN,1455
stick,stick,NOUN,4031
tower,tower,NOUN,4471
pauldrons,pauldron,NOUN,21864
shoulder_armor,armor,NOUN,39688
shorts_pull,pull,VERB,5239
spirit,spirit,NOUN,1500
coral,coral,NOUN,1842
jug,jug,PROPN,0
kerchief,kerchief,NOUN,782
zodiac,zodiac,NOUN,661
blending,blending,NOUN,580
blue_buruma,buruma,PROPN,4049
burger,burger,NOUN,6011
food_wrapper,wrapper,NOUN,237
wisteria,wisteria,NOUN,1600
triple_wielding,wielding,NOUN,170
furrowed_brow,brow,NOUN,16059
shirt_grab,grab,NOUN,1158
spill,spill,NOUN,2845
assisted_stretching,stretching,NOUN,241
arch,arch,NOUN,2219
ruins,ruin,NOUN,8118
tunnel,tunnel,NOUN,396
tentacles_on_male,tentacle,NOUN,887
suplex,suplex,PROPN,395
slapping,slapping,NOUN,1370
megaphone,megaphone,NOUN,2973
holding_feather,hold,VERB,352
leg_grab,grab,NOUN,8610
long_pointy_ears,ear,NOUN,2251
white_sailor_collar,collar,NOUN,20628
vampire,vampire,NOUN,9560
sayagata,sayagata,PROPN,795
holding_bowl,bowl,NOUN,3700
holding_chopsticks,hold,VERB,6110
noodles,noodle,NOUN,5059
yakisoba,yakisoba,PROPN,343
hakuo_school_uniform,uniform,NOUN,504
black_leotard,leotard,NOUN,36615
pancake,pancake,NOUN,2998
photorealistic,photorealistic,ADJ,749
still_life,life,NOUN,2525
syrup,syrup,NOUN,706
fireflies,firefly,NOUN,1586
traditional_clothes,clothe,NOUN,1317
hand_on_own_ass,hand,NOUN,5414
impossible_bodysuit,bodysuit,NOUN,2082
zero_suit,suit,NOUN,2465
angel_mort,mort,PROPN,341
casing_ejection,case,VERB,629
evoker,evoker,PROPN,497
shell_casing,casing,NOUN,2801
yakiimo,yakiimo,PROPN,518
teapot,teapot,NOUN,9924
flaming_sword,sword,NOUN,856
flaming_weapon,weapon,NOUN,975
aqua_background,background,NOUN,6065
holding_mop,hold,VERB,398
striped_background,background,NOUN,9149
cat_print,print,NOUN,2169
stats,stat,NOUN,821
adjusting_buruma,adjust,VERB,576
heart_hair_ornament,ornament,NOUN,15157
on_couch,on,ADP,9115
puffy_long_sleeves,sleeve,NOUN,26987
trefoil,trefoil,NOUN,3424
calligraphy_brush,brush,NOUN,3448
hagoita,hagoita,PROPN,1680
hanetsuki,hanetsuki,PROPN,1153
paddle,paddle,NOUN,2715
paintbrush,paintbrush,NOUN,8997
playing,play,VERB,923
shimenawa,shimenawa,PROPN,8839
shrine,shrine,NOUN,3774
pinching,pinching,NOUN,2725
food_as_clothes,food,NOUN,320
food_on_head,food,NOUN,2892
mouse_ears,ear,NOUN,16454
rocket,rocket,NOUN,989
squiggle,squiggle,NOUN,8788
steak,steak,NOUN,769
comparison,comparison,NOUN,1125
grabbing_own_ass,grab,VERB,4642
toon_(style),toon,NOUN,948
>_o,>,PUNCT,2188
black_buruma,buruma,PROPN,1502
2005,2005,NUM,474
groceries,grocery,NOUN,674
club_(weapon),club,NOUN,2466
kanabou,kanabou,PROPN,1293
candy_cane,cane,NOUN,2871
gainaxtop,gainaxtop,PROPN,298
folding_fan,fan,NOUN,14801
holding_fan,hold,VERB,10313
notice_lines,notice,VERB,12753
archer_(fate)_(cosplay),archer,PROPN,190
tohsaka_rin_(cosplay),rin,PROPN,163
white_shorts,short,NOUN,18643
interview,interview,NOUN,539
shinigami,shinigami,PROPN,408
greek_cross,cross,PROPN,191
adapted_uniform,uniform,NOUN,870
fanning_face,face,NOUN,553
fanning_self,fan,VERB,662
fur_collar,collar,NOUN,23179
bikini_tan,tan,NOUN,3965
folding_screen,screen,NOUN,282
bird_hair_ornament,ornament,NOUN,198
taut_shirt,shirt,NOUN,6214
fine_art_parody,parody,NOUN,2228
implied_masturbation,masturbation,NOUN,689
male_masturbation,masturbation,NOUN,3999
walk-in,in,NOUN,2536
holding_another's_arm,hold,VERB,3193
nakabayashi_yoshitaka's_maid_uniform,uniform,NOUN,187
constricted_pupils,pupil,NOUN,7594
hand_on_another's_stomach,hand,NOUN,1535
anti-materiel_rifle,rifle,NOUN,1819
flame_print,print,NOUN,1556
hair_stick,stick,NOUN,12151
staring,stare,VERB,3367
colorful,colorful,ADJ,3904
painting_(medium),painting,NOUN,10531
watercolor_(medium),watercolor,NOUN,8514
puffy_detached_sleeves,sleeve,NOUN,1742
2000s_(style),2000,NOUN,1139
incoming_kiss,kiss,NOUN,681
pink_ribbon,ribbon,NOUN,23908
beige_background,background,NOUN,7411
sleeves_past_fingers,sleeve,NOUN,26188
yellow_butterfly,butterfly,NOUN,997
black_vs_white,black,NOUN,520
cat_mask,mask,NOUN,678
mask_on_head,mask,NOUN,11469
drill,drill,NOUN,1829
unison,unison,NOUN,223
holding_phone,hold,VERB,23965
cool_&_sexy_(idolmaster),cool,ADJ,287
tube_top,top,NOUN,11534
letter,letter,NOUN,4296
tail_bow,bow,NOUN,5291
japanese_postal_mark,mark,PROPN,255
postbox_(outgoing_mail),postbox,NOUN,374
white_sweater,sweater,NOUN,11923
clitoral_hood,hood,NOUN,2383
urethra,urethra,PROPN,2685
bored,bore,VERB,1058
no_eyewear,eyewear,NOUN,2226
playground,playground,NOUN,526
ribbon-trimmed_legwear,legwear,NOUN,4178
round_eyewear,eyewear,NOUN,16766
knees_to_chest,knee,NOUN,4778
hatchet,hatchet,NOUN,0
oriental_hatchet,hatchet,NOUN,1067
brown-framed_eyewear,eyewear,NOUN,1389
tree_shade,shade,NOUN,2323
caramelldansen,caramelldansen,PROPN,482
closed_fan,fan,NOUN,3501
pig_tail,tail,NOUN,335
light_blue_hair,hair,NOUN,12790
string,string,NOUN,10246
colored_pencil_(medium),pencil,NOUN,4819
bound_torso,torso,NOUN,425
pink_scrunchie,scrunchie,NOUN,2802
red_rope,rope,NOUN,3812
yellow_scrunchie,scrunchie,NOUN,2594
swim_trunks,trunk,NOUN,3204
realistic,realistic,ADJ,16470
zero_gravity,gravity,NOUN,458
grey_gloves,glove,NOUN,6224
helmet_removed,remove,VERB,2710
holding_helmet,hold,VERB,1487
clock_hands,hand,NOUN,228
roman_numeral,numeral,NOUN,2366
revolver,revolver,PROPN,4737
unzipping,unzipping,NOUN,982
wallpaper_(object),wallpaper,NOUN,646
pink_footwear,footwear,NOUN,14931
clock_tower,tower,PROPN,1365
head_wreath,wreath,NOUN,9031
apple_on_head,apple,NOUN,163
hitting,hitting,NOUN,1184
in_tree,in,ADP,2890
jiangshi,jiangshi,PROPN,6455
red_apple,apple,PROPN,1043
tiger,tiger,PROPN,4017
red_vest,vest,NOUN,13525
art_brush,brush,NOUN,1166
canvas_(object),canvas,NOUN,1080
easel,easel,PROPN,1032
multiple_persona,persona,NOUN,8447
painting,painting,NOUN,0
palette_(object),object,NOUN,1540
bamboo,bamboo,NOUN,8496
tanzaku,tanzaku,PROPN,1101
hara_tetsuo_(style),tetsuo,PROPN,163
backwards_hat,hat,NOUN,3774
interracial,interracial,ADJ,14190
upright_straddle,straddle,NOUN,3138
yakuza,yakuza,PROPN,290
beltbra,beltbra,PROPN,1840
nervous,nervous,ADJ,6475
slime_(substance),slime,NOUN,4517
solid_oval_eyes,eye,NOUN,4911
snapping_fingers,finger,NOUN,314
brown_cape,cape,NOUN,2051
erlenmeyer_flask,flask,PROPN,416
flask,flask,NOUN,2462
potion,potion,NOUN,1387
round-bottom_flask,flask,NOUN,914
vial,vial,PROPN,2147
nose_hatchet,hatchet,NOUN,659
hand_in_another's_hair,hand,NOUN,2210
crane_game,game,NOUN,664
lion,lion,NOUN,1894
nendoroid,nendoroid,NOUN,384
stuffed_lion,lion,NOUN,321
magician,magician,NOUN,644
goggles_on_headwear,goggle,NOUN,2995
leather_jacket,jacket,NOUN,3857
print_jacket,jacket,NOUN,1007
sideways,sideway,NOUN,1329
torn_shorts,short,NOUN,2013
wing_print,print,NOUN,239
blueberry,blueberry,PROPN,1555
toy,toy,PROPN,3120
f-14_tomcat,f-14,NOUN,154
shared_scarf,scarf,NOUN,2317
pubic_stubble,stubble,PROPN,682
presenting_armpit,armpit,PROPN,1656
chibi_on_head,chibi,PROPN,558
banana,banana,PROPN,3604
hand_on_own_elbow,hand,NOUN,423
red_swimsuit,swimsuit,NOUN,0
shy,shy,ADJ,4054
blur_censor,censor,NOUN,2145
grey_ribbon,ribbon,NOUN,1233
grey_wings,wing,NOUN,725
grocery_bag,bag,NOUN,1098
shopping_bag,bag,NOUN,5427
meta,meta,NOUN,724
waves,wave,NOUN,4831
buster_sword,sword,NOUN,881
multiple_wings,wing,NOUN,3734
seraph,seraph,PROPN,513
pillarboxed,pillarboxe,VERB,2762
implied_sex,sex,NOUN,6922
licking_breast,lick,VERB,656
otaku,otaku,PROPN,647
komainu,komainu,PROPN,435
shide,shide,NOUN,3741
spreader_bar,bar,NOUN,1099
pink_leotard,leotard,NOUN,3358
spread_navel,navel,PROPN,479
symmetrical_hand_pose,pose,NOUN,432
fiery_background,background,NOUN,298
trench_coat,coat,NOUN,4322
banana_peel,peel,NOUN,560
swimsuit_pull,pull,NOUN,0
asymmetrical_clothes,clothe,NOUN,9171
cosmic_&_funny_(idolmaster),cosmic,ADJ,141
old_woman,woman,NOUN,1621
path,path,NOUN,2419
entangled,entangle,VERB,600
puppy,puppy,NOUN,753
crescent_hair_ornament,ornament,NOUN,10014
string_of_fate,string,NOUN,3322
lying_card,card,NOUN,375
diamond_(gemstone),diamond,NOUN,976
november,november,PROPN,161
large_bow,bow,NOUN,4854
clothed_animal,animal,NOUN,2038
folding_chair,chair,NOUN,1024
tonfa,tonfa,PROPN,1026
bars,bar,NOUN,504
prison_cell,cell,NOUN,403
morning,morning,NOUN,1550
sunrise,sunrise,NOUN,2390
starry_background,background,NOUN,7571
2004,2004,NUM,296
dancing,dancing,NOUN,9363
large_hat,hat,NOUN,1998
skiing,skiing,NOUN,158
skis,ski,NOUN,207
vending_machine,machine,NOUN,1999
dissolving_clothes,dissolve,VERB,658
camisole_over_clothes,camisole,NOUN,167
lightsaber,lightsaber,PROPN,842
razor,razor,NOUN,350
ladybug,ladybug,PROPN,1212
pain,pain,NOUN,1730
tomboy,tomboy,PROPN,4519
pointing_at_viewer,point,VERB,6836
flexible,flexible,ADJ,3736
legs_over_head,leg,NOUN,1132
hands_on_another's_head,hand,NOUN,1968
column_lineup,lineup,NOUN,1976
flower_earrings,earring,NOUN,2212
fur,fur,NOUN,5787
holding_mirror,hold,VERB,457
flats,flat,NOUN,2850
crop_top_overhang,overhang,NOUN,8902
croupier,croupier,NOUN,159
holding_card,card,NOUN,5271
uppercut,uppercut,PROPN,426
hatsune_miku_(cosplay),miku,PROPN,1303
safety_pin,pin,NOUN,1985
yaranaika,yaranaika,PROPN,458
falling,fall,VERB,8112
hidden_eyes,eye,NOUN,1369
holding_panties,hold,VERB,2523
holding_underwear,hold,VERB,3095
holding_wand,hold,VERB,5024
chin_strap,strap,NOUN,819
ribbon-trimmed_clothes,clothe,NOUN,1914
sweet_lolita,lolita,NOUN,544
tulip,tulip,PROPN,1307
constellation,constellation,NOUN,3063
perspective,perspective,NOUN,6223
d:,d,X,6565
sound_effects,effect,NOUN,9331
hair_in_mouth,hair,NOUN,1604
dice,dice,NOUN,2798
dice_hair_ornament,ornament,NOUN,1162
drugs,drug,NOUN,973
pipe,pipe,NOUN,0
flower_pot,pot,NOUN,2513
glowing_eye,eye,NOUN,8678
dusk,dusk,NOUN,2471
hakurei_reimu_(cosplay),reimu,PROPN,1585
izayoi_sakuya_(cosplay),sakuya,PROPN,368
aqua_ribbon,ribbon,NOUN,1863
pink_sarong,sarong,NOUN,319
toenail_polish,polish,NOUN,13807
argyle,argyle,PROPN,13466
argyle_background,background,NOUN,4138
bunny_pose,pose,NOUN,2555
balancing_on_head,balance,VERB,139
cracked_screen,screen,NOUN,243
crt,crt,NOUN,496
green_sweater,sweater,NOUN,2729
half_note,note,NOUN,459
wire,wire,NOUN,2239
tripping,tripping,NOUN,1979
tail_bell,bell,NOUN,2131
mmm_threesome,threesome,ADJ,761
microdress,microdress,NOUN,2336
rainbow_background,background,NOUN,611
bass_guitar,guitar,NOUN,2695
convention_greeting,greeting,NOUN,254
g-string,string,NOUN,2701
frilled_hat,hat,NOUN,3913
zanshomimai,zanshomimai,PROPN,428
hare_hare_yukai,yukai,PROPN,153
billiard_ball,ball,PROPN,290
billiards,billiard,NOUN,270
cue_stick,cue,VERB,412
basketball,basketball,NOUN,3285
wrinkled_skin,skin,NOUN,1120
grabbing_another's_ass,grab,VERB,3164
dappled_sunlight,sunlight,NOUN,6806
pavement,pavement,NOUN,1514
street,street,NOUN,5654
milk_carton,carton,NOUN,1800
shackles,shackle,NOUN,8180
mahjong,mahjong,PROPN,1555
mahjong_table,table,NOUN,146
mahjong_tile,tile,NOUN,887
a,a,NOUN,0
creator_connection,connection,NOUN,2392
armchair,armchair,NOUN,4057
alley,alley,PROPN,1873
barrel,barrel,NOUN,2001
junk,junk,NOUN,202
poverty,poverty,NOUN,239
trash,trash,NOUN,567
konpeitou,konpeitou,PROPN,335
clothes_down,clothe,NOUN,2124
cum_on_stomach,cum,NOUN,2575
dress_tug,tug,NOUN,1685
clone,clone,NOUN,3845
fume,fume,NOUN,1090
too_many,many,ADJ,3486
panty_mask,mask,PROPN,225
sitting_on_face,sit,VERB,2564
butterfly_tattoo,tattoo,NOUN,465
holding_flower,hold,VERB,13805
feeding,feeding,NOUN,6595
poker,poker,PROPN,248
white_theme,theme,NOUN,2550
st._hermelin_school_uniform,uniform,NOUN,204
abstract,abstract,ADJ,2665
brown_scarf,scarf,NOUN,3857
desktop,desktop,NOUN,192
large_insertion,insertion,NOUN,1640
clothes_around_waist,clothe,NOUN,8484
shirt_around_waist,shirt,NOUN,567
belt_buckle,buckle,NOUN,18081
coffee_mug,mug,NOUN,4193
order_of_the_black_knights_uniform,order,NOUN,193
brown_gloves,glove,NOUN,27485
green_shorts,short,NOUN,6220
clover,clover,NOUN,3922
clover_hair_ornament,ornament,NOUN,2126
four-leaf_clover,clover,NOUN,2793
four-leaf_clover_hair_ornament,ornament,NOUN,669
torso_grab,grab,VERB,6200
glowing_hair,hair,NOUN,900
duffel_bag,bag,NOUN,2608
poketch,poketch,PROPN,426
not_present,present,ADJ,151
hardhat,hardhat,ADJ,710
hole,hole,NOUN,896
pickaxe,pickaxe,PROPN,912
traffic_cone,cone,NOUN,937
cursive,cursive,ADJ,925
nihonga,nihonga,PROPN,643
ukiyo-e,ukiyo,PROPN,324
flat_color,color,NOUN,5629
caressing_testicles,testicle,NOUN,1560
print_towel,towel,NOUN,145
clog_sandals,sandal,NOUN,1092
kikkoumon,kikkoumon,PROPN,277
over_shoulder,shoulder,NOUN,9022
sword_over_shoulder,sword,NOUN,1568
weapon_over_shoulder,weapon,NOUN,5738
afterglow,afterglow,NOUN,708
face_punch,punch,NOUN,536
in_the_face,in,ADP,1658
missing_teeth,tooth,NOUN,462
sideburns,sideburn,NOUN,18486
black_butterfly,butterfly,NOUN,242
white_day,day,PROPN,748
tropical,tropical,ADJ,317
ramen,ramen,PROPN,2696
green_lips,lip,NOUN,2241
green_swimsuit,swimsuit,NOUN,0
horizon,horizon,PROPN,14636
penguin,penguin,PROPN,5411
between_thighs,between,ADP,1969
mouse,mouse,NOUN,5784
pear,pear,NOUN,425
white_choker,choker,NOUN,7912
cafe,cafe,NOUN,1860
cobblestone,cobblestone,NOUN,531
contemporary,contemporary,ADJ,18145
menu_board,board,NOUN,615
holding_cat,hold,VERB,2069
floating_object,object,NOUN,5231
princess,princess,NOUN,2458
hand_on_ass,hand,NOUN,5414
thong_leotard,leotard,PROPN,3885
breast_padding,padding,NOUN,855
framed_breasts,breast,NOUN,3485
ribbon-trimmed_bra,bra,NOUN,441
untied_panties,pantie,NOUN,2530
hand_grip,grip,NOUN,367
pink_apron,apron,NOUN,2721
clothed_masturbation,masturbation,NOUN,1984
pantyhose_around_one_leg,pantyhose,NOUN,278
in_bag,in,ADP,328
pectorals,pectoral,NOUN,47089
pulled_by_self,pull,VERB,12099
yellow_gloves,glove,NOUN,4331
male_playboy_bunny,bunny,NOUN,1462
mars_symbol,symbol,PROPN,1719
henohenomoheji,henohenomoheji,PROPN,147
school_desk,desk,NOUN,10808
pinky_out,pinky,PROPN,6217
tent,tent,NOUN,1257
fuuka_academy_uniform,uniform,NOUN,151
harem_pants,pant,NOUN,1499
sepia,sepia,PROPN,6406
breast_conscious,conscious,ADJ,1276
arm_around_neck,arm,NOUN,2541
paper_lantern,lantern,PROPN,5122
age_progression,progression,NOUN,1579
hat_over_eyes,hat,NOUN,439
arm_rest,rest,NOUN,3263
caterpillar_tracks,track,NOUN,2785
tiger_i,i,PROPN,457
pov_hands,hand,NOUN,11550
holding_broom,hold,VERB,3738
hexagon,hexagon,NOUN,1551
condom_box,box,NOUN,806
employee_uniform,uniform,NOUN,3839
floral_background,background,NOUN,14431
covering_eyes,eye,NOUN,0
orange-tinted_eyewear,eyewear,NOUN,1243
detached_wings,wing,NOUN,4863
mismatched_sclera,sclera,PROPN,589
circle,circle,NOUN,3410
giving,giving,NOUN,2584
looking_at_hand,look,VERB,485
orb,orb,PROPN,5566
putting_on_headwear,put,VERB,263
watson_cross,cross,PROPN,2879
trident,trident,PROPN,4670
bubble_pipe,pipe,NOUN,243
bondage_outfit,outfit,NOUN,1662
pocket_watch,watch,NOUN,4390
green_apron,apron,NOUN,1669
zombie,zombie,NOUN,5267
omake,omake,PROPN,221
head_out_of_frame,head,NOUN,14927
cup_ramen,ramen,NOUN,1347
b.a.b.e.l._uniform,uniform,NOUN,171
different_reflection,reflection,NOUN,1677
trumpet,trumpet,NOUN,2131
blue_nails,nail,NOUN,25441
orange_dress,dress,NOUN,4320
high_five,five,NUM,567
palms_together,palm,NOUN,1047
wiping_tears,wipe,VERB,1516
comforting,comforting,NOUN,1113
pink_border,border,NOUN,843
pacifier,pacifier,NOUN,1584
rocket_launcher,launcher,NOUN,2183
ice_cream_cone,cone,NOUN,4512
hair_scrunchie,scrunchie,NOUN,26274
costume_switch,switch,NOUN,5289
shako_cap,cap,NOUN,2062
countdown,countdown,NOUN,1433
spoken_number,number,NOUN,182
bagged_fish,fish,NOUN,808
short_over_long_sleeves,short,ADJ,7172
mask_removed,remove,VERB,4136
holding_spoon,hold,VERB,5713
sugar_cube,cube,NOUN,793
pun,pun,NOUN,6132
purple_umbrella,umbrella,NOUN,2981
drum_magazine,magazine,PROPN,598
white_devil,devil,NOUN,314
sleeveless_turtleneck,turtleneck,NOUN,8635
straitjacket,straitjacket,NOUN,1765
concrete,concrete,NOUN,449
hitachi_magic_wand,wand,NOUN,1883
chocolate_cornet,cornet,NOUN,390
carousel,carousel,NOUN,555
diving_mask,mask,NOUN,2285
diving_mask_on_head,mask,NOUN,1338
lower_body,body,NOUN,3479
diagonal_bangs,bang,NOUN,2788
cheekbones,cheekbone,NOUN,511
dragonfly,dragonfly,NOUN,728
shuriken,shuriken,PROPN,2041
stuffed_cat,cat,NOUN,2759
unitard,unitard,PROPN,1309
wrist_wrap,wrap,NOUN,980
black_flower,flower,NOUN,3735
black_rose,rose,PROPN,2200
thermometer,thermometer,NOUN,1054
hishaku,hishaku,PROPN,884
vulcan_salute,salute,NOUN,205
l'ecole_des_cinq_lumieres_school_uniform,uniform,NOUN,275
crazy,crazy,ADJ,897
mikan_box,box,PROPN,213
peaceful,peaceful,ADJ,249
monoglove,monoglove,PROPN,398
seamed_legwear,legwear,NOUN,2655
side-seamed_legwear,legwear,NOUN,505
cupping_hand,hand,NOUN,299
